,Date,Male,Female,New Cases,Active Cases,Recoveries,Vacinated,School Infections,Deaths
72,2020-05-12,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
73,2020-05-13,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
74,2020-05-14,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
75,2020-05-15,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
76,2020-05-16,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
77,2020-05-17,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
78,2020-05-18,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
79,2020-05-19,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
80,2020-05-20,0.0,0.0,0.0,1.0,10.0,0.0,0.0,0.0
81,2020-05-21,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
82,2020-05-22,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
83,2020-05-23,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
84,2020-05-24,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
85,2020-05-25,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
86,2020-05-26,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
87,2020-05-27,0.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0
88,2020-05-28,0.0,1.0,1.0,3.0,9.0,0.0,0.0,0.0
89,2020-05-29,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0
90,2020-05-30,0.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0
91,2020-05-31,0.0,1.0,1.0,4.0,9.0,0.0,0.0,0.0
92,2020-06-01,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
93,2020-06-02,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
94,2020-06-03,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
95,2020-06-04,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0
96,2020-06-05,3.0,0.0,3.0,7.0,9.0,0.0,1.0,0.0
97,2020-06-06,0.0,0.0,0.0,7.0,9.0,0.0,0.0,0.0
98,2020-06-07,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
99,2020-06-08,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
100,2020-06-09,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
101,2020-06-10,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
102,2020-06-11,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
103,2020-06-12,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
104,2020-06-13,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
105,2020-06-14,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0
106,2020-06-15,1.0,0.0,1.0,5.0,12.0,0.0,0.0,0.0
107,2020-06-16,0.0,0.0,0.0,5.0,12.0,0.0,0.0,0.0
108,2020-06-17,0.0,1.0,1.0,6.0,12.0,0.0,0.0,0.0
109,2020-06-18,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0
110,2020-06-19,0.0,0.0,0.0,6.0,12.0,0.0,0.0,0.0
111,2020-06-20,0.0,1.0,1.0,7.0,12.0,0.0,0.0,0.0
112,2020-06-21,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0
113,2020-06-22,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0
114,2020-06-23,0.0,0.0,3.0,10.0,14.0,0.0,0.0,0.0
115,2020-06-24,0.0,0.0,2.0,12.0,14.0,0.0,0.0,0.0
116,2020-06-25,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
117,2020-06-26,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
118,2020-06-27,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
119,2020-06-28,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
120,2020-06-29,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
121,2020-06-30,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
122,2020-07-01,0.0,0.0,0.0,11.0,14.0,0.0,0.0,0.0
123,2020-07-02,0.0,0.0,1.0,12.0,14.0,0.0,0.0,0.0
124,2020-07-03,0.0,0.0,1.0,13.0,14.0,0.0,0.0,0.0
125,2020-07-04,0.0,0.0,0.0,13.0,14.0,0.0,0.0,0.0
126,2020-07-05,0.0,0.0,1.0,14.0,14.0,0.0,0.0,0.0
127,2020-07-06,0.0,0.0,1.0,15.0,14.0,0.0,0.0,0.0
128,2020-07-07,0.0,0.0,1.0,16.0,14.0,0.0,0.0,0.0
129,2020-07-08,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0
130,2020-07-09,0.0,0.0,1.0,17.0,14.0,0.0,0.0,0.0
131,2020-07-10,0.0,0.0,0.0,17.0,14.0,0.0,0.0,0.0
132,2020-07-11,0.0,0.0,0.0,17.0,14.0,0.0,0.0,0.0
133,2020-07-12,0.0,0.0,2.0,19.0,14.0,0.0,0.0,0.0
134,2020-07-13,0.0,0.0,0.0,18.0,15.0,0.0,0.0,0.0
135,2020-07-14,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0
136,2020-07-15,0.0,0.0,1.0,19.0,16.0,0.0,0.0,0.0
137,2020-07-16,0.0,0.0,3.0,22.0,16.0,0.0,0.0,0.0
138,2020-07-17,0.0,0.0,1.0,23.0,16.0,0.0,0.0,0.0
139,2020-07-18,0.0,0.0,1.0,22.0,17.0,0.0,0.0,0.0
140,2020-07-19,0.0,0.0,0.0,21.0,18.0,0.0,0.0,0.0
141,2020-07-20,0.0,0.0,1.0,22.0,18.0,0.0,0.0,0.0
142,2020-07-21,0.0,0.0,3.0,25.0,18.0,0.0,0.0,0.0
143,2020-07-22,0.0,0.0,7.0,32.0,18.0,0.0,0.0,0.0
144,2020-07-23,0.0,0.0,10.0,42.0,18.0,0.0,0.0,0.0
145,2020-07-24,0.0,0.0,5.0,47.0,18.0,0.0,0.0,0.0
146,2020-07-25,0.0,0.0,5.0,50.0,20.0,0.0,0.0,0.0
147,2020-07-26,0.0,0.0,6.0,56.0,20.0,0.0,0.0,0.0
148,2020-07-27,0.0,0.0,4.0,60.0,20.0,0.0,0.0,0.0
149,2020-07-28,0.0,0.0,8.0,68.0,20.0,0.0,0.0,0.0
150,2020-07-29,0.0,0.0,13.0,81.0,20.0,0.0,0.0,1.0
151,2020-07-30,0.0,0.0,5.0,86.0,20.0,0.0,0.0,1.0
152,2020-07-31,0.0,0.0,29.0,115.0,20.0,0.0,0.0,1.0
153,2020-08-01,0.0,0.0,6.0,121.0,27.0,0.0,0.0,1.0
184,2020-09-01,0.0,0.0,0.0,2640.0,765.0,0.0,0.0,38.0
185,2020-09-02,0.0,0.0,122.0,2762.0,786.0,0.0,0.0,40.0
186,2020-09-03,0.0,0.0,58.0,2820.0,898.0,0.0,0.0,40.0
187,2020-09-04,0.0,0.0,63.0,2883.0,922.0,0.0,0.0,40.0
188,2020-09-05,0.0,0.0,119.0,3002.0,922.0,0.0,0.0,41.0
189,2020-09-06,0.0,0.0,73.0,3075.0,929.0,0.0,0.0,42.0
190,2020-09-07,0.0,0.0,76.0,3151.0,934.0,0.0,0.0,42.0
191,2020-09-08,0.0,0.0,0.0,2704.0,1479.0,0.0,0.0,43.0
192,2020-09-09,0.0,0.0,0.0,2685.0,1579.0,0.0,0.0,46.0
193,2020-09-10,0.0,0.0,0.0,2635.0,1688.0,0.0,0.0,47.0
194,2020-09-11,0.0,0.0,0.0,2386.0,2051.0,0.0,0.0,47.0
195,2020-09-12,0.0,0.0,0.0,1827.0,2669.0,0.0,0.0,48.0
196,2020-09-13,0.0,0.0,59.0,1886.0,2669.0,0.0,0.0,49.0
197,2020-09-14,0.0,0.0,0.0,1770.0,2824.0,0.0,0.0,51.0
198,2020-09-15,0.0,0.0,0.0,1710.0,2927.0,0.0,0.0,52.0
199,2020-09-16,0.0,0.0,0.0,1693.0,3006.0,0.0,0.0,52.0
200,2020-09-17,0.0,0.0,9.0,1702.0,3064.0,0.0,0.0,52.0
201,2020-09-18,0.0,0.0,0.0,1673.0,3139.0,0.0,0.0,54.0
202,2020-09-19,0.0,0.0,2.0,1675.0,3174.0,0.0,0.0,54.0
203,2020-09-20,0.0,0.0,74.0,1749.0,3174.0,0.0,0.0,55.0
306,2021-01-01,286.0,318.0,256.0,3607.0,421.0,0.0,0.0,0.0
307,2021-01-02,63.0,46.0,7.0,3507.0,56.0,0.0,0.0,4.0
310,2021-01-05,235.0,266.0,153.0,3885.0,454.0,0.0,0.0,2.0
311,2021-01-06,212.0,220.0,208.0,3881.0,204.0,0.0,0.0,7.0
312,2021-01-07,182.0,181.0,107.0,3773.0,82.0,0.0,0.0,1.0
313,2021-01-08,257.0,316.0,240.0,3829.0,283.0,0.0,0.0,1.0
315,2021-01-10,240.0,296.0,104.0,3708.0,112.0,0.0,0.0,2.0
316,2021-01-11,162.0,181.0,86.0,3874.0,60.0,0.0,32.0,4.0
317,2021-01-12,141.0,128.0,54.0,3664.0,343.0,0.0,19.0,1.0
318,2021-01-13,171.0,141.0,73.0,3499.0,153.0,0.0,23.0,2.0
337,2021-02-01,102.0,122.0,30.0,1244.0,30.0,0.0,16.0,1.0
339,2021-02-03,54.0,48.0,63.0,1229.0,11.0,0.0,14.0,2.0
340,2021-02-04,74.0,73.0,31.0,1277.0,23.0,0.0,22.0,4.0
341,2021-02-05,51.0,45.0,30.0,1018.0,45.0,0.0,5.0,1.0
343,2021-02-07,62.0,67.0,25.0,1137.0,26.0,0.0,32.0,2.0
356,2021-02-20,187.0,115.0,35.0,1850.0,33.0,0.0,203.0,1.0
358,2021-02-22,159.0,100.0,27.0,2055.0,10.0,0.0,152.0,1.0
359,2021-02-23,78.0,76.0,26.0,2058.0,41.0,0.0,69.0,1.0
365,2021-03-01,80.0,108.0,33.0,2262.0,23.0,0.0,76.0,2.0
375,2021-03-11,82.0,98.0,43.0,2069.0,0.0,0.0,9.0,0.0
380,2021-03-16,19.0,23.0,11.0,2190.0,70.0,0.0,12.0,1.0
387,2021-03-23,48.0,70.0,12.0,2569.0,20.0,0.0,56.0,1.0
393,2021-03-29,129.0,162.0,35.0,1945.0,7.0,881.0,104.0,1.0
396,2021-04-01,101.0,134.0,36.0,1926.0,11.0,1857.0,96.0,3.0
400,2021-04-05,29.0,67.0,12.0,1980.0,0.0,2094.0,25.0,1.0
405,2021-04-10,59.0,71.0,10.0,1193.0,27.0,2875.0,38.0,1.0
410,2021-04-15,56.0,78.0,35.0,1256.0,0.0,3587.0,22.0,1.0
415,2021-04-20,45.0,57.0,32.0,1303.0,31.0,5536.0,27.0,3.0
420,2021-04-25,36.0,42.0,5.0,1582.0,0.0,11971.0,30.0,0.0
426,2021-05-01,124.0,124.0,72.0,1821.0,32.0,24694.0,62.0,1.0
431,2021-05-06,54.0,83.0,37.0,1853.0,0.0,32698.0,20.0,2.0
435,2021-05-10,70.0,69.0,33.0,2123.0,3.0,39339.0,25.0,1.0
440,2021-05-15,60.0,104.0,62.0,2343.0,32.0,50222.0,21.0,2.0
444,2021-05-19,81.0,110.0,141.0,2546.0,30.0,56759.0,7.0,0.0
450,2021-05-25,105.0,120.0,142.0,3092.0,61.0,63037.0,29.0,2.0
456,2021-05-31,177.0,231.0,235.0,4033.0,0.0,67864.0,27.0,2.0
457,2021-06-01,124.0,139.0,110.0,3999.0,167.0,69146.0,20.0,2.0
462,2021-06-06,275.0,375.0,263.0,5752.0,41.0,75977.0,115.0,2.0
468,2021-06-12,611.0,788.0,664.0,9064.0,179.0,87863.0,0.0,12.0
478,2021-06-22,729.0,838.0,620.0,14887.0,139.0,104530.0,314.0,24.0
490,2021-07-04,615.0,769.0,268.0,24641.0,0.0,124192.0,220.0,4.0
495,2021-07-09,794.0,932.0,171.0,25306.0,224.0,29537.0,219.0,3.0
501,2021-07-15,449.0,560.0,213.0,23370.0,71.0,134853.0,94.0,0.0
506,2021-07-20,218.0,249.0,125.0,21075.0,83.0,138521.0,71.0,5.0
512,2021-07-26,156.0,173.0,48.0,20903.0,48.0,151241.0,36.0,2.0
517,2021-07-31,160.0,203.0,40.0,20304.0,182.0,164221.0,45.0,1.0
534,2021-08-17,87.0,99.0,8.0,2870.0,15.0,190306.0,33.0,0.0
547,2021-08-30,54.0,92.0,5.0,2762.0,0.0,212069.0,57.0,0.0
